DT_EOL|ID|Name
DT_EOL|51ef467f-12ca-4fff-b72d-00878ccc2e9e|Okamžitý převod peněz z účtu - online (PL)
DT_EOL|08732f99-ddb8-4593-b564-27cbd795085c|Okamžitý převod peněz z účtu - online
DT_EOL|fa207763-b9d0-4750-b394-2c20ad230336|Hotově
DT_EOL|4f3293ae-9bac-475a-acc1-2ed4db183a97|Okamžitý převod peněz z účtu - online (SK)
DT_EOL|c7fd3b22-df46-4947-b4d2-34c1ab4e4e76|E-Konto
DT_EOL|1c26e1bf-a390-4f6e-afb4-3dbafd8fe109|AliPay
DT_EOL|5b035689-496c-4f5f-a48a-4418a7d041ae|Dobírkou
DT_EOL|819ec4b3-d65f-4983-b250-4673192b852a|Platební kartou (CH)
DT_EOL|165ca544-9955-414b-8beb-4ecbdaf25c87|Inkasem
DT_EOL|7187b889-da88-4fd7-a2b4-52ee6d19b127|LiqPay
DT_EOL|eaeeaf82-309c-47ff-aaeb-65af2a0ae854|Płacę z Millennium
DT_EOL|fdfd6348-5eb5-44fe-a803-6d15b470c097|Zápočtem
DT_EOL|d55c415a-6f53-47a4-a762-80cd9379d04f|Platební kartou
DT_EOL|45022532-677f-41b2-934d-8658f9262be2|Płacę z iPKO
DT_EOL|31290c41-7507-47cc-87e9-970f7d9f9cc8|T-Mobile Usługi Bankowe
DT_EOL|88ba1691-59c0-46be-9e93-97f19e5bc953|Alior Bankiem
DT_EOL|45837f43-503b-4b3c-bd35-a2f6d650153e|Heureka platba
DT_EOL|d3b43f46-2cdd-413f-b51c-ad9096771980|Bankovním převodem
DT_EOL|4872ec49-72d9-4aab-ba82-b55724b92895|Poštovní složenkou
DT_EOL|1ee70d1a-1240-421b-bdda-c00a97f2e8f2|Pekao24Przelew
DT_EOL|20768adf-4ae1-45c2-9a9c-cb5fe483029a|mTransfer
DT_EOL|d06fe442-f6b8-49ee-8e99-d14d21a6be1a|PayPal
DT_EOL|2abc3fcb-4ac7-4638-a6c0-f1718cab5b5b|Twisto
DT_EOL|07d422fd-3b43-499a-9ca5-f9e82b54f657|Okamžitý převod peněz z účtu - online (CZ)
